stimulus, response, TF, RT
rightIncongruent,right,1,584.9222
leftIncongruent,left,1,572.3059
leftCongruent,left,1,446.8397
leftIncongruent,left,1,530.0698
leftCongruent,left,1,446.6067
leftIncongruent,left,1,545.0875
leftIncongruent,left,1,531.1039
rightIncongruent,right,1,544.5652
leftCongruent,left,1,503.3415
rightCongruent,right,1,447.3885
rightIncongruent,right,1,447.2186
rightCongruent,right,1,489.3458
leftCongruent,left,1,572.8792
leftIncongruent,left,1,475.1052
leftIncongruent,left,1,419.5429
rightCongruent,right,1,475.3521
leftIncongruent,left,1,447.4897
rightCongruent,right,1,405.6232
leftCongruent,left,1,461.0364
rightIncongruent,right,1,419.7695
leftIncongruent,left,1,461.1051
leftCongruent,left,1,447.83
rightIncongruent,right,1,419.8886
rightCongruent,right,1,391.3948
rightIncongruent,right,1,461.7158
rightIncongruent,right,1,377.9085
leftCongruent,left,1,461.2951
leftIncongruent,left,1,447.1246
rightIncongruent,right,1,405.3203
leftIncongruent,left,1,447.7075
rightCongruent,right,1,433.0434
rightIncongruent,right,1,433.5495
rightCongruent,right,1,405.4396
rightIncongruent,right,1,405.5976
leftCongruent,left,1,419.8279
leftCongruent,left,1,447.1219
rightCongruent,right,1,378.2545
rightCongruent,right,1,405.8432
leftCongruent,left,1,405.5523
rightCongruent,right,1,405.2653
