stimulus, response, TF, RT
leftIncongruent,left,1,767.7983
rightIncongruent,right,1,585.5638
leftCongruent,left,1,432.6927
leftCongruent,left,1,585.5192
leftIncongruent,left,1,483.5479
leftIncongruent,left,1,486.2
rightCongruent,right,1,438.538
rightIncongruent,right,1,466.6696
leftIncongruent,left,1,407.9143
leftIncongruent,left,1,407.0004
leftIncongruent,left,1,469.5707
rightIncongruent,right,1,430.8545
leftIncongruent,left,1,402.2565
leftIncongruent,left,1,396.9963
leftCongruent,left,1,407.6873
rightCongruent,right,1,582.6381
rightIncongruent,right,1,429.5303
rightIncongruent,right,1,415.1643
rightCongruent,right,1,410.3331
rightIncongruent,left,0,405.388
rightIncongruent,right,1,414.7328
leftCongruent,left,1,379.1539
leftCongruent,left,1,448.6373
rightIncongruent,right,1,441.7763
rightCongruent,right,1,482.3919
rightCongruent,right,1,383.2871
rightIncongruent,right,1,411.2255
rightCongruent,right,1,356.1082
leftIncongruent,left,1,396.487
leftCongruent,left,1,418.9385
leftCongruent,left,1,449.2964
leftCongruent,left,1,405.7223
rightCongruent,right,1,425.3627
rightIncongruent,right,1,507.5296
rightCongruent,right,1,465.8449
leftIncongruent,left,1,554.7811
rightCongruent,right,1,572.0946
leftCongruent,left,1,522.1617
leftCongruent,left,1,474.386
rightCongruent,right,1,528.6004
