stimulus, response, TF, RT
leftIncongruent,left,1,461.0038
leftIncongruent,left,1,460.7867
rightIncongruent,right,1,474.863
rightIncongruent,right,1,433.1843
rightCongruent,right,1,321.4607
leftCongruent,left,1,474.5818
leftIncongruent,left,1,419.2674
leftIncongruent,left,1,377.0679
rightIncongruent,right,1,391.0542
leftCongruent,left,1,391.6541
leftCongruent,left,1,376.9954
rightCongruent,right,1,363.4357
leftIncongruent,left,1,418.9638
rightCongruent,right,1,349.385
rightCongruent,right,1,447.1873
rightIncongruent,right,1,460.602
leftCongruent,left,1,432.9789
leftIncongruent,left,1,432.8126
rightCongruent,right,1,405.4359
leftCongruent,left,1,377.1692
rightIncongruent,right,1,419.0688
leftCongruent,left,1,419.135
leftIncongruent,left,1,488.9963
rightIncongruent,right,1,418.5982
rightIncongruent,right,1,432.5889
rightCongruent,right,1,461.03
leftCongruent,left,1,502.5844
rightCongruent,right,1,529.9559
rightIncongruent,right,1,502.209
rightCongruent,right,1,586.0574
leftIncongruent,left,1,488.6884
leftIncongruent,left,1,642.1158
leftIncongruent,left,1,544.3202
leftCongruent,left,1,419.4427
leftCongruent,left,1,432.7004
rightCongruent,right,1,544.6935
rightCongruent,right,1,516.2814
leftCongruent,left,1,503.0363
rightIncongruent,right,1,460.6754
rightIncongruent,right,1,446.7154
