stimulus, response, TF, RT
rightIncongruent,right,1,481.7915
rightIncongruent,right,1,376.6368
leftIncongruent,left,1,390.8611
leftCongruent,left,1,405.1387
leftCongruent,left,1,348.5124
leftCongruent,left,1,362.7212
leftIncongruent,left,1,349.357
rightIncongruent,right,1,334.9666
rightIncongruent,right,1,376.3419
rightCongruent,right,1,418.3392
leftCongruent,left,1,362.6325
rightCongruent,right,1,348.3936
leftIncongruent,left,1,376.794
leftIncongruent,left,1,377.0591
rightCongruent,right,1,320.8637
rightCongruent,right,1,390.6428
rightIncongruent,right,1,348.4932
rightIncongruent,right,1,320.9019
rightCongruent,right,1,348.2979
leftCongruent,left,1,377.5845
leftCongruent,left,1,376.4324
rightIncongruent,right,1,362.6738
rightCongruent,right,1,376.7286
leftCongruent,left,1,362.2851
rightIncongruent,right,1,335.2388
rightCongruent,right,1,335.1853
leftIncongruent,left,1,376.6092
leftIncongruent,left,1,376.7088
rightCongruent,right,1,348.363
leftCongruent,left,1,376.4904
leftCongruent,left,1,390.8304
leftIncongruent,left,1,362.5798
leftIncongruent,left,1,376.5612
leftIncongruent,left,1,335.0812
rightIncongruent,right,1,376.4812
leftIncongruent,left,1,404.4328
rightIncongruent,right,1,362.6733
rightCongruent,right,1,335.3629
leftCongruent,left,1,362.6617
rightCongruent,right,1,362.8314
