stimulus, response, TF, RT
leftCongruent,left,1,26236.3789
rightCongruent,right,1,463.0697
leftCongruent,left,1,351.6539
leftIncongruent,left,1,357.1196
rightCongruent,right,1,340.206
leftIncongruent,left,1,347.722
rightIncongruent,right,1,40234.4628
leftIncongruent,left,1,699.7744
rightCongruent,right,1,392.8243
leftCongruent,right,0,305.1969
leftCongruent,left,1,430.8923
rightCongruent,right,1,364.2267
rightCongruent,right,1,406.7713
leftIncongruent,left,1,381.6184
leftCongruent,left,1,459.43
rightCongruent,right,1,325.2661
rightCongruent,right,1,350.0385
leftIncongruent,left,1,43971.7432
leftCongruent,left,1,404.6951
leftCongruent,left,1,348.3478
leftIncongruent,left,1,349.2235
rightIncongruent,right,1,520.2769
leftIncongruent,left,1,382.6669
rightCongruent,right,1,338.1868
rightIncongruent,left,0,336.6121
rightCongruent,right,1,32717.7563
rightIncongruent,right,1,486.2324
rightIncongruent,right,1,372.8638
leftIncongruent,left,1,398.5924
rightIncongruent,right,1,389.531
rightIncongruent,right,1,338.803
rightIncongruent,right,1,430.8652
leftIncongruent,left,1,349.7492
leftCongruent,left,1,374.8827
rightCongruent,right,1,394.7288
leftIncongruent,left,1,391.3425
leftCongruent,left,1,371.5854
rightIncongruent,right,1,332.7975
rightIncongruent,right,1,410.3174
leftCongruent,left,1,322.7202
