stimulus, response, TF, RT
rightCongruent,right,1,424.6173
leftCongruent,left,1,349.1529
rightCongruent,right,1,473.7823
leftIncongruent,left,1,390.7506
rightCongruent,right,1,460.5722
rightCongruent,left,0,349.5029
leftCongruent,left,1,349.3877
rightIncongruent,right,1,460.9751
rightIncongruent,right,1,558.1068
rightCongruent,right,1,502.487
leftIncongruent,left,1,432.9899
rightIncongruent,right,1,419.2751
leftIncongruent,left,1,446.9464
rightIncongruent,right,1,460.7492
rightIncongruent,right,1,460.3889
leftCongruent,left,1,419.5598
rightIncongruent,right,1,474.4207
leftCongruent,left,1,947.9099
leftCongruent,left,1,446.6124
leftCongruent,left,1,600.1806
rightCongruent,right,1,488.9573
rightCongruent,right,1,502.8014
rightIncongruent,right,1,404.8386
rightCongruent,right,1,391.4841
leftIncongruent,left,1,377.3992
leftIncongruent,left,1,446.6888
rightIncongruent,right,1,335.4565
rightCongruent,right,1,474.4781
leftIncongruent,left,1,391.4013
leftIncongruent,left,1,516.4099
leftCongruent,left,1,516.3518
leftIncongruent,left,1,530.708
leftCongruent,left,1,461.0828
rightIncongruent,right,1,391.2721
rightIncongruent,right,1,419.4664
rightCongruent,right,1,461.0612
leftIncongruent,left,1,516.4446
leftIncongruent,left,1,529.9041
leftCongruent,left,1,433.4175
leftCongruent,left,1,391.635
