stimulus, response, TF, RT
rightIncongruent,right,1,744.851
rightCongruent,right,1,557.9547
rightCongruent,right,1,334.7342
leftCongruent,left,1,432.4562
rightCongruent,right,1,376.7721
rightIncongruent,right,1,446.2943
rightIncongruent,right,1,390.8288
rightIncongruent,right,1,446.1864
leftIncongruent,left,1,446.3635
leftIncongruent,left,1,557.4478
rightCongruent,right,1,627.3709
leftIncongruent,left,1,390.3512
leftCongruent,left,1,474.1118
rightCongruent,right,1,363.1723
leftCongruent,left,1,404.6633
rightIncongruent,right,1,404.1539
leftCongruent,left,1,362.8631
rightIncongruent,right,1,585.4578
leftIncongruent,left,1,404.552
leftIncongruent,left,1,627.1635
rightIncongruent,right,1,418.2548
leftIncongruent,left,1,752.608
rightCongruent,right,1,404.7688
leftCongruent,left,1,529.5408
leftIncongruent,left,1,459.674
leftCongruent,left,1,446.6549
rightIncongruent,right,1,445.7408
rightIncongruent,right,1,418.4517
leftIncongruent,left,1,431.9992
leftCongruent,left,1,445.8858
rightCongruent,right,1,362.4761
leftCongruent,left,1,432.0334
rightCongruent,right,1,530.2098
leftCongruent,left,1,446.3422
leftIncongruent,left,1,474.4035
rightCongruent,right,1,390.3304
rightCongruent,right,1,417.6005
rightIncongruent,right,1,418.1124
leftCongruent,left,1,390.3741
leftIncongruent,left,1,474.0751
