stimulus, response, TF, RT
rightCongruent,right,1,555.5117
leftCongruent,left,1,1129.2915
leftIncongruent,left,1,474.7999
leftIncongruent,left,1,544.9164
leftIncongruent,left,1,475.6163
leftCongruent,left,1,488.4132
leftCongruent,left,1,391.8393
leftIncongruent,left,1,475.4683
rightIncongruent,right,1,461.835
rightIncongruent,right,1,460.7358
rightIncongruent,right,1,516.6774
leftCongruent,left,1,545.5335
leftCongruent,left,1,390.8748
rightIncongruent,right,1,377.6251
rightIncongruent,right,1,391.2146
leftIncongruent,left,1,419.4475
rightIncongruent,right,1,405.9532
rightIncongruent,right,1,447.252
rightIncongruent,right,1,433.3891
leftCongruent,left,1,419.2988
rightCongruent,right,1,517.7587
rightCongruent,right,1,391.8721
rightCongruent,right,1,419.8152
leftIncongruent,left,1,530.8997
leftIncongruent,left,1,614.1248
leftCongruent,left,1,572.8048
leftIncongruent,left,1,669.3105
rightCongruent,right,1,419.0147
leftCongruent,left,1,448.4298
rightCongruent,right,1,461.8566
leftCongruent,left,1,489.3372
leftIncongruent,left,1,530.7658
rightCongruent,right,1,391.8306
rightIncongruent,right,1,558.8911
rightCongruent,right,1,781.3972
leftIncongruent,left,1,378.2195
leftCongruent,left,1,516.3493
rightCongruent,right,1,350.7963
rightCongruent,right,1,419.2895
rightIncongruent,right,1,503.2177
