stimulus, response, TF, RT
leftIncongruent,left,1,479.8786
rightCongruent,right,1,389.6785
rightCongruent,right,1,516.0163
leftIncongruent,left,1,641.8139
leftCongruent,left,1,445.8889
leftIncongruent,left,1,446.115
leftCongruent,left,1,516.1139
rightIncongruent,right,1,474.3519
leftCongruent,left,1,530.283
leftCongruent,left,1,445.1794
rightIncongruent,right,1,404.118
rightIncongruent,right,1,446.4725
leftCongruent,left,1,571.5396
rightCongruent,right,1,432.5685
rightCongruent,right,1,501.4023
leftCongruent,left,1,488.3093
rightCongruent,right,1,544.0715
leftIncongruent,left,1,516.0047
leftCongruent,left,1,445.7231
leftIncongruent,left,1,556.9888
rightIncongruent,right,1,474.2569
leftIncongruent,left,1,515.5933
leftCongruent,left,1,585.0681
leftCongruent,left,1,724.4882
leftIncongruent,left,1,515.2268
rightCongruent,right,1,515.9381
leftCongruent,left,1,710.4054
rightIncongruent,right,1,418.6577
leftIncongruent,left,1,391.0698
rightCongruent,right,1,502.4168
rightIncongruent,right,1,640.6033
rightIncongruent,right,1,460.5868
rightIncongruent,right,1,432.1401
rightCongruent,right,1,627.2473
leftIncongruent,left,1,599.881
rightCongruent,right,1,502.1323
rightIncongruent,right,1,766.8171
rightCongruent,right,1,460.4252
leftIncongruent,left,1,1031.3537
rightIncongruent,right,1,404.5596
