stimulus, response, TF, RT
rightCongruent,right,1,1524.8683
leftCongruent,left,1,308.5285
rightCongruent,right,1,266.2817
rightCongruent,right,1,239.1857
rightCongruent,right,1,322.4257
leftCongruent,left,1,460.8767
rightCongruent,right,1,377.4171
rightIncongruent,right,1,419.6804
leftIncongruent,left,1,378.2345
leftIncongruent,left,1,489.3854
leftIncongruent,right,0,307.7961
rightCongruent,left,0,307.1258
leftIncongruent,left,1,391.937
leftIncongruent,left,1,350.4019
leftCongruent,left,1,405.9554
leftCongruent,left,1,363.9141
rightIncongruent,right,1,406.0753
rightIncongruent,right,1,392.2146
leftIncongruent,left,1,475.3771
rightCongruent,right,1,391.923
rightCongruent,right,1,377.4747
leftCongruent,left,1,404.9979
rightIncongruent,right,1,378.0516
rightIncongruent,left,0,405.4248
rightIncongruent,right,1,377.9412
leftCongruent,left,1,587.2386
rightIncongruent,right,1,391.9409
rightCongruent,right,1,433.0875
rightIncongruent,right,1,349.7154
rightIncongruent,right,1,322.3729
leftCongruent,left,1,447.4167
leftIncongruent,left,1,433.0084
leftCongruent,left,1,447.3575
leftIncongruent,left,1,405.8091
leftCongruent,left,1,390.9729
leftCongruent,left,1,489.4389
leftIncongruent,left,1,419.4194
rightIncongruent,right,1,405.646
rightCongruent,left,0,363.6723
leftIncongruent,left,1,433.9886
