stimulus, response, TF, RT
rightCongruent,right,1,561.8801
rightIncongruent,right,1,446.1987
leftIncongruent,left,1,376.1341
leftCongruent,left,1,390.6181
leftCongruent,left,1,418.3884
rightCongruent,right,1,362.3522
rightIncongruent,right,1,446.3443
leftCongruent,left,1,348.3012
rightCongruent,right,1,362.2282
rightIncongruent,right,1,320.7989
leftIncongruent,left,1,376.3598
rightIncongruent,right,1,363.0829
leftCongruent,left,1,333.9576
leftCongruent,left,1,334.5282
leftIncongruent,left,1,334.851
leftIncongruent,left,1,348.9534
leftIncongruent,left,1,334.1732
rightIncongruent,right,1,348.4369
rightCongruent,right,1,334.9162
leftIncongruent,left,1,362.5845
rightCongruent,right,1,334.2644
leftIncongruent,left,1,320.9227
leftIncongruent,left,1,404.0217
leftIncongruent,left,1,320.9214
leftCongruent,left,1,320.4837
rightCongruent,right,1,348.5368
rightIncongruent,right,1,376.8175
leftCongruent,left,1,362.3735
rightIncongruent,right,1,334.779
rightIncongruent,right,1,376.2775
leftIncongruent,left,1,348.7586
leftCongruent,left,1,362.5333
leftCongruent,left,1,348.2822
rightIncongruent,right,1,362.714
leftCongruent,left,1,348.2673
rightCongruent,right,1,362.3333
rightCongruent,right,1,306.61
rightCongruent,right,1,334.3893
rightCongruent,right,1,320.7287
rightIncongruent,right,1,334.2844
