stimulus, response, TF, RT
leftIncongruent,left,1,646.9074
rightIncongruent,right,1,473.9369
rightIncongruent,right,1,404.6687
leftCongruent,left,1,334.2198
rightCongruent,right,1,320.9649
rightCongruent,right,1,404.4589
leftIncongruent,left,1,431.957
leftCongruent,left,1,347.9798
rightCongruent,right,1,362.2032
leftIncongruent,left,1,334.4345
rightIncongruent,right,1,349.0215
rightIncongruent,right,1,403.6847
rightCongruent,right,1,334.3056
leftIncongruent,left,1,348.5082
leftIncongruent,left,1,432.2702
rightIncongruent,right,1,376.1334
rightIncongruent,right,1,348.2314
rightIncongruent,right,1,348.1944
leftCongruent,left,1,473.7471
rightCongruent,right,1,404.023
rightIncongruent,right,1,361.7653
rightIncongruent,right,1,390.5241
leftIncongruent,left,1,348.595
leftCongruent,left,1,363.0568
rightCongruent,right,1,375.9363
leftIncongruent,left,1,376.0816
leftIncongruent,left,1,362.8378
rightCongruent,right,1,375.8921
leftCongruent,left,1,348.5824
rightCongruent,right,1,334.6274
leftCongruent,left,1,334.3364
rightCongruent,right,1,389.6408
leftCongruent,left,1,362.9218
leftCongruent,left,1,417.9022
leftCongruent,left,1,348.18
leftCongruent,left,1,334.9255
rightCongruent,right,1,376.199
leftIncongruent,left,1,334.5821
rightIncongruent,right,1,362.1285
leftIncongruent,left,1,334.9693
