stimulus, response, TF, RT
rightCongruent,right,1,762.4667
leftCongruent,left,1,433.4816
leftIncongruent,left,1,391.6333
rightIncongruent,right,1,433.7568
leftIncongruent,left,1,349.4579
leftCongruent,left,1,406.1378
leftCongruent,left,1,349.8666
rightCongruent,right,1,405.5137
rightIncongruent,right,1,377.5428
leftCongruent,left,1,433.6767
rightIncongruent,right,1,405.3161
leftIncongruent,left,1,475.5748
leftIncongruent,left,1,419.7537
leftIncongruent,left,1,391.9323
rightIncongruent,right,1,405.7222
rightIncongruent,right,1,475.3973
rightCongruent,right,1,378.1051
leftCongruent,left,1,391.9668
leftIncongruent,left,1,405.918
rightCongruent,right,1,364.0918
leftCongruent,left,1,321.9368
leftIncongruent,left,1,377.7012
rightCongruent,right,1,363.6952
leftCongruent,left,1,558.9093
rightIncongruent,right,1,392.0597
leftIncongruent,left,1,405.6862
leftIncongruent,left,1,362.3621
rightCongruent,right,1,392.2754
rightCongruent,right,1,406.4637
rightIncongruent,right,1,391.7464
rightIncongruent,right,1,377.9895
leftCongruent,left,1,336.1729
leftCongruent,left,1,349.6143
rightCongruent,right,1,363.501
rightCongruent,right,1,335.7344
rightCongruent,right,1,377.7679
leftCongruent,left,1,405.6347
rightIncongruent,right,1,350.0995
leftIncongruent,left,1,419.5405
rightIncongruent,right,1,377.8377
