stimulus, response, TF, RT
leftIncongruent,left,1,998.4865
leftIncongruent,left,1,489.4331
rightIncongruent,right,1,503.0349
rightIncongruent,right,1,419.4401
leftIncongruent,left,1,336.0681
leftCongruent,left,1,419.1768
rightCongruent,right,1,432.984
rightCongruent,right,1,433.6785
leftIncongruent,left,1,391.8058
leftCongruent,left,1,378.0007
leftCongruent,left,1,488.6561
rightCongruent,right,1,391.7731
leftCongruent,left,1,377.6427
rightCongruent,right,1,377.4461
leftIncongruent,left,1,335.0078
rightIncongruent,right,1,364.0788
rightIncongruent,right,1,377.8308
leftCongruent,left,1,321.5013
rightCongruent,right,1,307.8291
leftIncongruent,left,1,321.6603
leftIncongruent,left,1,308.6809
leftIncongruent,left,1,335.6258
leftCongruent,left,1,349.572
leftCongruent,left,1,350.0773
rightCongruent,right,1,460.9924
rightIncongruent,right,1,433.199
leftIncongruent,left,1,405.7452
rightCongruent,right,1,390.9699
leftCongruent,left,1,322.1331
leftCongruent,left,1,377.8221
rightIncongruent,right,1,419.0347
leftCongruent,left,1,377.3661
rightCongruent,right,1,377.8807
rightCongruent,right,1,336.0493
leftIncongruent,left,1,336.1175
rightIncongruent,right,1,335.6903
rightIncongruent,right,1,349.4261
rightIncongruent,right,1,350.4422
rightCongruent,right,1,349.2753
rightIncongruent,right,1,364.0368
