stimulus, response, TF, RT
rightIncongruent,right,1,299.7445
leftIncongruent,left,1,432.8866
leftCongruent,left,1,432.7833
rightCongruent,right,1,390.5483
rightCongruent,right,1,362.938
leftCongruent,left,1,459.9619
leftCongruent,left,1,364.2293
leftIncongruent,left,1,335.6577
rightIncongruent,right,1,363.9701
leftCongruent,left,1,377.6713
leftIncongruent,left,1,363.998
rightCongruent,right,1,391.4395
rightIncongruent,right,1,363.6738
rightCongruent,right,1,322.3036
leftIncongruent,left,1,364.0103
leftCongruent,left,1,363.7073
rightIncongruent,right,1,307.8539
rightCongruent,right,1,322.5882
leftIncongruent,left,1,349.8014
leftIncongruent,left,1,350.2237
rightIncongruent,right,1,280.2366
leftIncongruent,left,1,349.6547
leftIncongruent,left,1,377.9648
leftIncongruent,left,1,405.7173
rightCongruent,right,1,322.2086
leftCongruent,left,1,419.6325
rightIncongruent,right,1,294.1241
rightIncongruent,right,1,336.3228
leftCongruent,left,1,280.2708
rightCongruent,right,1,322.2278
rightIncongruent,right,1,308.6157
rightCongruent,right,1,405.5083
leftCongruent,left,1,350.1001
leftIncongruent,left,1,433.3864
rightIncongruent,right,1,322.3133
rightIncongruent,right,1,349.5955
rightCongruent,right,1,364.2012
leftCongruent,left,1,364.235
rightCongruent,right,1,293.7171
leftCongruent,left,1,391.9062
