stimulus, response, TF, RT
rightCongruent,right,1,785.3206
rightIncongruent,right,1,697.3413
rightCongruent,right,1,390.9408
leftCongruent,left,1,377.4768
leftIncongruent,left,1,474.9944
leftCongruent,left,1,377.943
leftCongruent,left,1,349.2325
rightCongruent,right,1,350.0567
rightCongruent,right,1,363.5618
leftIncongruent,left,1,307.8887
leftCongruent,left,1,321.5346
rightIncongruent,right,1,293.4316
leftIncongruent,left,1,293.5387
leftIncongruent,right,0,280.4552
leftCongruent,left,1,335.889
leftIncongruent,left,1,349.7008
leftIncongruent,left,1,335.469
rightIncongruent,right,1,349.7878
leftIncongruent,left,1,335.9768
rightCongruent,right,1,363.5909
rightIncongruent,right,1,335.7158
leftCongruent,left,1,335.7686
leftIncongruent,left,1,474.7576
rightIncongruent,right,1,335.1352
leftIncongruent,left,1,377.2368
rightIncongruent,right,1,363.7063
rightCongruent,right,1,683.9999
leftCongruent,left,1,363.3565
leftCongruent,left,1,377.8202
rightIncongruent,right,1,377.4713
rightCongruent,right,1,377.2952
leftCongruent,left,1,349.6904
rightCongruent,right,1,419.03
rightCongruent,right,1,460.8591
rightIncongruent,right,1,363.5213
leftCongruent,left,1,321.6613
leftIncongruent,left,1,391.8641
rightIncongruent,right,1,363.3272
rightCongruent,right,1,363.7652
rightIncongruent,right,1,335.3754
