stimulus, response, TF, RT
leftIncongruent,left,1,953.2163
leftCongruent,left,1,516.4983
leftCongruent,left,1,405.3757
rightIncongruent,right,1,488.8857
leftIncongruent,left,1,433.1745
rightIncongruent,right,1,516.7173
rightIncongruent,right,1,391.4839
rightIncongruent,right,1,377.7006
rightIncongruent,right,1,377.305
leftIncongruent,left,1,377.1542
leftCongruent,left,1,447.4158
rightCongruent,right,1,404.8738
rightCongruent,right,1,349.7595
leftIncongruent,left,1,349.272
leftCongruent,left,1,405.0774
rightIncongruent,right,1,363.8262
rightCongruent,right,1,335.389
rightCongruent,right,1,377.6727
rightIncongruent,right,1,321.9185
rightIncongruent,right,1,363.6229
leftIncongruent,left,1,461.1669
leftCongruent,left,1,405.665
leftCongruent,left,1,377.7717
leftCongruent,left,1,405.0357
leftCongruent,left,1,321.5782
leftCongruent,left,1,335.2486
leftIncongruent,left,1,363.2156
rightCongruent,right,1,377.2695
leftIncongruent,left,1,335.249
rightIncongruent,right,1,502.9904
rightCongruent,right,1,419.6331
leftIncongruent,left,1,474.8191
leftIncongruent,left,1,460.8925
rightIncongruent,right,1,460.3432
leftIncongruent,left,1,391.3164
rightCongruent,right,1,335.83
leftCongruent,left,1,418.407
rightCongruent,right,1,349.2678
rightCongruent,right,1,377.5702
rightCongruent,right,1,432.5167
