stimulus, response, TF, RT
rightCongruent,right,1,437.4247
leftCongruent,left,1,448.2602
leftIncongruent,left,1,447.0095
rightIncongruent,right,1,364.1351
leftCongruent,left,1,489.2472
leftCongruent,left,1,461.548
leftIncongruent,left,1,475.4954
rightCongruent,right,1,405.4936
leftIncongruent,left,1,405.3049
rightCongruent,right,1,335.6266
rightIncongruent,right,1,378.0731
leftIncongruent,left,1,405.7758
rightIncongruent,right,1,350.1648
leftIncongruent,left,1,392.2074
leftCongruent,left,1,336.0382
leftIncongruent,left,1,364.4603
leftIncongruent,left,1,406.3324
rightCongruent,right,1,392.0646
leftCongruent,left,1,363.8983
rightCongruent,right,1,434.0014
rightIncongruent,right,1,364.2703
leftCongruent,left,1,418.3529
leftCongruent,left,1,405.5502
rightCongruent,right,1,350.5242
rightIncongruent,right,1,349.9408
leftIncongruent,left,1,475.4343
rightCongruent,right,1,363.4397
leftIncongruent,left,1,447.1596
leftCongruent,left,1,405.3578
rightIncongruent,right,1,322.3785
rightIncongruent,right,1,378.062
leftCongruent,left,1,336.0077
rightIncongruent,right,1,364.2478
rightIncongruent,right,1,335.7541
rightIncongruent,right,1,378.2353
rightCongruent,right,1,392.4171
leftIncongruent,left,1,433.3314
leftCongruent,left,1,335.972
rightCongruent,right,1,349.6801
rightCongruent,right,1,377.8668
