stimulus, response, TF, RT
rightCongruent,right,1,482.5022
leftCongruent,left,1,447.8162
rightIncongruent,right,1,475.1235
leftCongruent,left,1,406.0337
leftIncongruent,left,1,433.4581
rightIncongruent,right,1,447.8898
rightIncongruent,right,1,545.7745
rightCongruent,right,1,447.1809
rightIncongruent,right,1,489.6673
leftCongruent,left,1,475.1787
rightIncongruent,right,1,392.1031
rightCongruent,right,1,433.2122
leftIncongruent,left,1,419.8189
leftIncongruent,left,1,419.7635
leftCongruent,left,1,364.5617
rightIncongruent,right,1,350.0534
leftCongruent,left,1,433.6236
rightCongruent,right,1,349.9784
leftIncongruent,left,1,405.9437
leftIncongruent,left,1,391.427
leftCongruent,left,1,433.5165
leftCongruent,left,1,377.6651
leftIncongruent,right,0,335.8638
leftCongruent,left,1,419.6868
rightCongruent,right,1,447.398
leftCongruent,left,1,405.4521
leftIncongruent,left,1,364.09
rightCongruent,right,1,392.1693
leftIncongruent,left,1,405.6104
leftIncongruent,left,1,322.4143
rightCongruent,right,1,447.3697
rightIncongruent,left,0,446.8973
rightIncongruent,right,1,461.3648
rightCongruent,right,1,517.3671
rightIncongruent,right,1,628.411
rightCongruent,right,1,502.5294
leftIncongruent,left,1,461.1359
leftCongruent,left,1,461.2963
rightIncongruent,right,1,545.5169
rightCongruent,right,1,475.1962
