stimulus, response, TF, RT
rightCongruent,right,1,1076.6096
leftIncongruent,left,1,264.7698
rightCongruent,left,0,55.3428
rightIncongruent,left,0,153.9379
rightIncongruent,left,0,167.2019
rightIncongruent,left,0,279.4682
leftIncongruent,left,1,292.5847
rightCongruent,left,0,251.6034
rightIncongruent,left,0,250.9791
leftIncongruent,left,1,264.8917
leftIncongruent,left,1,251.1873
rightCongruent,left,0,223.4326
rightIncongruent,left,0,237.7659
leftIncongruent,left,1,237.1125
rightIncongruent,left,0,195.3282
leftCongruent,left,1,181.3984
leftIncongruent,left,1,237.263
rightIncongruent,left,0,195.0289
rightCongruent,left,0,264.9308
rightCongruent,left,0,222.6836
rightIncongruent,left,0,307.2596
rightIncongruent,left,0,250.5385
leftCongruent,left,1,223.5131
leftCongruent,left,1,250.6479
leftCongruent,left,1,209.7344
leftIncongruent,left,1,279.6603
rightCongruent,left,0,264.5033
leftIncongruent,left,1,307.4943
leftCongruent,left,1,279.0831
rightIncongruent,left,0,223.3025
rightCongruent,left,0,264.8187
leftCongruent,left,1,279.028
rightCongruent,left,0,292.8675
leftIncongruent,left,1,293.1418
leftCongruent,left,1,334.6128
leftCongruent,left,1,473.5023
leftCongruent,left,1,278.9144
rightCongruent,left,0,292.3702
leftIncongruent,left,1,209.5421
leftCongruent,left,1,279.1308
