stimulus, response, TF, RT
leftIncongruent,left,1,269.1066
leftIncongruent,left,1,292.85
rightIncongruent,right,1,320.9573
leftIncongruent,left,1,265.1336
rightCongruent,right,1,320.9295
rightCongruent,left,0,306.8212
rightCongruent,right,1,334.7734
rightCongruent,right,1,390.6688
leftIncongruent,left,1,335.1278
rightIncongruent,right,1,321.1217
leftIncongruent,left,1,348.8729
rightCongruent,right,1,404.777
rightIncongruent,right,1,279.387
rightIncongruent,right,1,279.0426
rightIncongruent,right,1,320.8874
leftIncongruent,left,1,334.776
rightCongruent,right,1,265.2583
leftIncongruent,left,1,335.0077
leftCongruent,left,1,334.8505
leftCongruent,right,0,251.1223
rightIncongruent,right,1,334.6192
leftCongruent,left,1,279.1115
leftIncongruent,left,1,293.3074
leftIncongruent,left,1,320.9024
rightIncongruent,left,0,251.8411
leftCongruent,left,1,321.1894
rightCongruent,right,1,279.042
rightCongruent,right,1,279.0748
rightCongruent,right,1,279.1088
leftCongruent,left,1,223.485
leftIncongruent,right,0,307.4479
leftCongruent,left,1,335.1593
leftCongruent,left,1,376.6861
leftCongruent,left,1,292.663
rightCongruent,right,1,362.8798
rightIncongruent,left,0,307.0615
leftCongruent,left,1,362.644
rightIncongruent,right,1,390.868
leftCongruent,left,1,306.7132
rightIncongruent,right,1,335.0926
