stimulus, response, TF, RT
rightCongruent,right,1,967.0922
leftCongruent,left,1,446.6739
rightCongruent,right,1,586.1266
leftIncongruent,left,1,418.8309
rightIncongruent,right,1,377.0875
rightIncongruent,right,1,363.1057
leftCongruent,left,1,404.5108
rightCongruent,right,1,363.772
leftCongruent,left,1,307.0869
leftIncongruent,right,0,265.593
rightIncongruent,right,1,447.1889
leftIncongruent,left,1,376.5063
leftIncongruent,left,1,377.6337
rightCongruent,right,1,321.6704
rightCongruent,right,1,405.7878
rightIncongruent,right,1,349.1505
leftCongruent,left,1,391.9314
leftCongruent,left,1,307.3354
leftCongruent,left,1,349.5871
leftIncongruent,left,1,363.4866
rightCongruent,right,1,363.1995
leftIncongruent,left,1,294.1807
rightIncongruent,right,1,349.4326
rightIncongruent,right,1,349.3868
leftIncongruent,left,1,363.6722
rightCongruent,right,1,349.8566
rightIncongruent,right,1,349.1828
leftCongruent,left,1,308.1131
rightCongruent,right,1,321.9045
leftCongruent,left,1,335.7584
leftIncongruent,left,1,376.9963
leftIncongruent,left,1,363.0302
leftCongruent,left,1,307.7126
rightIncongruent,right,1,321.6805
leftCongruent,left,1,237.7235
rightCongruent,right,1,335.0042
rightIncongruent,right,1,321.8483
leftIncongruent,left,1,335.8155
rightIncongruent,right,1,335.8571
rightCongruent,right,1,433.0035
