stimulus, response, TF, RT
leftIncongruent,left,1,410.0076
rightIncongruent,right,1,405.6399
leftCongruent,left,1,363.5128
rightCongruent,right,1,336.026
leftCongruent,left,1,349.58
rightCongruent,right,1,363.7129
leftIncongruent,left,1,392.263
rightIncongruent,right,1,461.6789
leftCongruent,left,1,335.9728
leftCongruent,left,1,364.2037
leftCongruent,left,1,391.3848
rightCongruent,right,1,350.409
rightCongruent,right,1,322.2213
leftIncongruent,left,1,322.1157
rightIncongruent,right,1,377.7016
rightIncongruent,right,1,391.2514
rightIncongruent,right,1,363.96
leftIncongruent,left,1,321.8714
rightCongruent,right,1,350.3211
rightIncongruent,right,1,336.0264
leftCongruent,left,1,349.6518
leftIncongruent,left,1,364.352
rightIncongruent,right,1,377.5595
rightIncongruent,right,1,363.3231
rightCongruent,right,1,322.3273
leftIncongruent,left,1,336.4014
rightIncongruent,right,1,336.5639
rightCongruent,right,1,335.939
leftIncongruent,left,1,335.8385
rightCongruent,right,1,350.4688
leftCongruent,left,1,349.6877
leftCongruent,left,1,419.5338
leftIncongruent,left,1,433.8526
leftIncongruent,left,1,461.0926
leftCongruent,left,1,447.1049
rightCongruent,right,1,377.8134
rightIncongruent,right,1,406.5833
rightCongruent,right,1,363.8824
leftCongruent,left,1,349.4685
leftIncongruent,left,1,336.302
