stimulus, response, TF, RT
leftCongruent,left,1,624.2786
rightCongruent,right,1,390.6515
rightCongruent,right,1,376.3538
rightCongruent,right,1,320.9809
rightCongruent,right,1,377.0926
rightIncongruent,right,1,417.7725
leftCongruent,left,1,376.3763
leftCongruent,left,1,433.2518
rightIncongruent,right,1,377.4021
leftCongruent,left,1,335.3795
rightCongruent,right,1,363.7271
leftCongruent,left,1,321.5824
leftIncongruent,left,1,432.7383
rightCongruent,right,1,363.1462
rightIncongruent,right,1,363.2489
rightIncongruent,right,1,294.2272
rightCongruent,right,1,265.8282
rightIncongruent,right,1,307.8996
rightCongruent,right,1,280.0955
rightIncongruent,right,1,363.788
leftIncongruent,right,0,266.2348
leftCongruent,left,1,390.1163
rightCongruent,right,1,377.6127
leftCongruent,left,1,363.4747
rightCongruent,right,1,363.5041
rightIncongruent,right,1,321.8674
leftCongruent,left,1,391.76
leftIncongruent,left,1,321.9218
rightIncongruent,right,1,363.5886
leftIncongruent,left,1,377.9139
leftIncongruent,left,1,391.8702
leftIncongruent,left,1,307.5796
leftIncongruent,left,1,405.5189
leftCongruent,left,1,349.6123
leftIncongruent,left,1,391.7517
rightIncongruent,right,1,405.038
leftCongruent,left,1,391.6278
leftIncongruent,left,1,349.4352
leftIncongruent,left,1,279.8338
rightIncongruent,right,1,405.8834
