stimulus, response, TF, RT
leftIncongruent,left,1,698.4099
rightIncongruent,right,1,390.7486
leftCongruent,left,1,306.8822
rightIncongruent,right,1,418.2855
leftIncongruent,left,1,334.8302
rightCongruent,right,1,362.6682
leftCongruent,left,1,320.768
rightIncongruent,right,1,362.7769
leftCongruent,left,1,362.9884
leftCongruent,left,1,446.1879
rightIncongruent,right,1,432.4533
rightCongruent,right,1,349.045
rightCongruent,right,1,404.5869
leftIncongruent,left,1,376.7179
leftCongruent,left,1,348.5488
leftIncongruent,left,1,571.8171
leftCongruent,left,1,334.7737
rightIncongruent,right,1,418.2642
rightCongruent,right,1,320.9491
leftIncongruent,left,1,306.7605
leftIncongruent,left,1,334.7114
rightIncongruent,right,1,390.5669
rightCongruent,right,1,348.4445
leftIncongruent,left,1,515.7772
rightCongruent,right,1,349.0685
leftIncongruent,left,1,279.1157
rightIncongruent,right,1,738.6015
rightIncongruent,right,1,432.5901
leftCongruent,left,1,348.6186
leftCongruent,left,1,376.7162
leftCongruent,left,1,362.4542
rightCongruent,right,1,390.7109
rightIncongruent,right,1,348.6086
rightCongruent,right,1,418.1659
rightCongruent,right,1,348.7375
rightCongruent,right,1,362.3504
leftIncongruent,left,1,376.6633
leftCongruent,left,1,320.8764
rightIncongruent,right,1,376.2164
leftIncongruent,left,1,460.2141
