stimulus, response, TF, RT
leftIncongruent,left,1,553.4387
leftCongruent,left,1,531.2003
rightCongruent,right,1,502.6538
leftIncongruent,left,1,475.1672
leftCongruent,left,1,516.8236
leftIncongruent,left,1,530.2911
leftIncongruent,left,1,489.287
leftCongruent,left,1,447.4724
rightIncongruent,right,1,530.1697
rightCongruent,right,1,475.3782
rightCongruent,right,1,502.712
rightCongruent,right,1,461.3047
rightCongruent,right,1,461.1713
rightCongruent,right,1,503.08
leftCongruent,left,1,614.0076
rightIncongruent,right,1,488.5412
leftCongruent,left,1,433.5614
leftCongruent,left,1,405.3704
rightIncongruent,right,1,447.2553
rightIncongruent,right,1,461.2614
rightCongruent,right,1,447.3599
rightIncongruent,right,1,642.4093
leftIncongruent,left,1,447.1892
leftCongruent,left,1,474.7183
rightCongruent,right,1,586.5443
leftIncongruent,left,1,419.3341
rightIncongruent,right,1,489.2494
leftIncongruent,left,1,419.4892
rightIncongruent,right,1,558.3964
leftIncongruent,left,1,488.7391
leftCongruent,left,1,503.1904
rightCongruent,right,1,474.8593
leftCongruent,left,1,475.4151
leftIncongruent,left,1,433.5207
rightIncongruent,right,1,502.8711
rightCongruent,right,1,433.1446
leftIncongruent,left,1,392.023
rightIncongruent,right,1,461.2329
leftCongruent,left,1,391.7286
rightIncongruent,right,1,461.266
