stimulus, response, TF, RT
rightCongruent,right,1,883.7603
leftCongruent,left,1,516.7195
rightIncongruent,right,1,419.6376
rightIncongruent,right,1,461.6086
leftCongruent,left,1,322.036
leftIncongruent,left,1,461.4489
leftIncongruent,left,1,335.5831
rightIncongruent,right,1,461.2381
rightCongruent,right,1,392.2396
rightCongruent,right,1,391.4728
rightCongruent,right,1,363.5879
leftCongruent,left,1,405.528
leftIncongruent,left,1,461.3628
leftCongruent,left,1,322.0892
leftCongruent,left,1,349.8883
leftCongruent,left,1,349.3683
leftCongruent,left,1,378.0936
leftIncongruent,left,1,489.7807
leftIncongruent,left,1,377.8141
leftCongruent,left,1,391.3239
rightCongruent,right,1,377.69
leftIncongruent,left,1,336.3721
leftCongruent,left,1,350.1831
rightIncongruent,right,1,364.3574
leftIncongruent,left,1,349.7483
rightIncongruent,right,1,363.9985
rightIncongruent,right,1,447.8261
leftIncongruent,left,1,350.0578
rightCongruent,right,1,350.2873
rightCongruent,right,1,363.8798
rightIncongruent,left,0,322.2353
rightIncongruent,right,1,475.5388
rightIncongruent,right,1,461.6666
rightIncongruent,right,1,405.4824
rightCongruent,right,1,336.674
leftIncongruent,left,1,336.039
rightCongruent,right,1,363.6679
leftIncongruent,left,1,378.0684
rightCongruent,right,1,336.2383
leftCongruent,left,1,349.6837
