stimulus, response, TF, RT
rightIncongruent,right,1,494.4565
rightCongruent,right,1,460.2482
rightCongruent,right,1,418.3412
leftIncongruent,left,1,446.4134
leftIncongruent,left,1,403.903
rightCongruent,right,1,446.7994
rightCongruent,right,1,446.2382
rightIncongruent,right,1,445.9681
leftIncongruent,left,1,446.1383
leftIncongruent,left,1,432.2489
rightIncongruent,right,1,362.468
leftIncongruent,left,1,348.5318
rightIncongruent,right,1,349.2925
leftCongruent,left,1,390.1199
leftCongruent,left,1,334.8159
rightIncongruent,right,1,432.5045
leftCongruent,left,1,390.5862
rightCongruent,right,1,349.056
leftCongruent,left,1,404.306
rightIncongruent,right,1,362.9624
rightCongruent,right,1,431.9507
rightIncongruent,right,1,418.1687
leftCongruent,left,1,363.1899
leftIncongruent,left,1,473.6898
leftCongruent,left,1,362.9944
leftIncongruent,left,1,418.4117
leftIncongruent,left,1,376.7317
rightIncongruent,right,1,362.9604
rightCongruent,right,1,321.0595
leftCongruent,left,1,390.4881
leftIncongruent,left,1,404.5347
rightIncongruent,right,1,389.7739
rightCongruent,right,1,321.0822
leftIncongruent,left,1,362.7458
rightCongruent,right,1,335.116
leftCongruent,left,1,529.4202
rightCongruent,right,1,334.7189
rightIncongruent,right,1,418.5811
leftCongruent,left,1,390.8287
leftCongruent,left,1,404.6496
