stimulus, response, TF, RT
rightCongruent,right,1,537.7606
leftIncongruent,left,1,418.9617
rightIncongruent,right,1,391.4717
rightIncongruent,right,1,307.7378
rightIncongruent,right,1,336.0471
leftCongruent,left,1,363.2953
rightIncongruent,right,1,349.2912
leftIncongruent,left,1,321.8727
rightIncongruent,right,1,363.0049
rightIncongruent,right,1,335.7538
leftCongruent,left,1,335.5676
leftCongruent,left,1,377.2246
leftCongruent,left,1,350.0833
leftIncongruent,right,0,349.5907
rightCongruent,right,1,488.6654
leftIncongruent,left,1,377.3515
rightIncongruent,right,1,461.0746
rightCongruent,right,1,433.154
leftIncongruent,left,1,404.9036
rightIncongruent,right,1,474.9923
leftCongruent,left,1,363.2956
leftCongruent,left,1,391.8303
rightCongruent,right,1,363.3161
leftIncongruent,left,1,419.2903
leftCongruent,left,1,419.4352
leftIncongruent,left,1,419.2026
leftCongruent,left,1,349.7269
leftCongruent,left,1,363.7034
rightCongruent,right,1,335.0843
rightCongruent,right,1,377.1306
leftCongruent,left,1,391.6714
rightIncongruent,right,1,502.4002
leftIncongruent,left,1,488.6768
rightCongruent,right,1,390.6693
rightCongruent,right,1,447.0722
rightIncongruent,right,1,391.3223
leftIncongruent,left,1,335.7205
leftIncongruent,left,1,390.9725
rightCongruent,right,1,335.4313
rightCongruent,right,1,321.6318
