stimulus, response, TF, RT
rightIncongruent,right,1,1667.5808
rightIncongruent,right,1,488.1283
leftCongruent,left,1,1032.2803
rightCongruent,right,1,529.5412
rightCongruent,right,1,515.7262
leftCongruent,left,1,585.7231
rightIncongruent,right,1,529.0531
rightCongruent,right,1,417.8716
leftIncongruent,left,1,529.6405
leftIncongruent,left,1,557.9332
rightIncongruent,right,1,626.5843
leftIncongruent,left,1,501.9768
rightIncongruent,right,1,473.9845
leftIncongruent,left,1,417.6085
leftCongruent,left,1,489.0724
rightIncongruent,right,1,446.6736
leftIncongruent,left,1,404.7512
rightIncongruent,right,1,418.131
leftCongruent,left,1,404.3877
leftCongruent,left,1,445.6469
rightCongruent,right,1,419.0588
rightCongruent,right,1,586.0776
leftCongruent,right,0,404.5943
rightIncongruent,right,1,682.8106
leftCongruent,left,1,627.3525
rightCongruent,right,1,599.5168
leftCongruent,left,1,515.927
leftIncongruent,left,1,585.5016
leftCongruent,left,1,487.954
rightCongruent,right,1,794.3735
rightCongruent,right,1,641.2839
leftCongruent,left,1,669.7983
leftIncongruent,left,1,585.7939
leftIncongruent,left,1,530.1553
rightCongruent,right,1,655.5345
leftIncongruent,left,1,1337.3426
leftIncongruent,left,1,641.5343
rightCongruent,right,1,432.1139
rightIncongruent,right,1,515.7511
rightIncongruent,right,1,488.4614
