stimulus, response, TF, RT
rightCongruent,right,1,759.3383
rightIncongruent,right,1,614.3891
rightCongruent,right,1,446.8763
leftCongruent,left,1,377.4602
leftCongruent,left,1,516.9319
leftIncongruent,left,1,405.1655
rightIncongruent,right,1,419.3137
leftCongruent,left,1,503.2083
leftIncongruent,left,1,405.284
rightIncongruent,right,1,405.1904
leftIncongruent,left,1,335.9444
leftCongruent,left,1,391.3102
leftCongruent,left,1,377.7135
rightCongruent,right,1,363.6592
rightIncongruent,right,1,404.8088
rightCongruent,right,1,447.1621
leftIncongruent,left,1,349.7588
rightIncongruent,right,1,363.337
rightCongruent,right,1,391.7102
rightCongruent,right,1,377.559
leftIncongruent,left,1,363.7209
leftIncongruent,left,1,433.2086
rightCongruent,right,1,363.7517
leftIncongruent,left,1,377.5618
leftIncongruent,left,1,447.1135
rightIncongruent,right,1,405.7254
leftCongruent,left,1,377.2696
leftCongruent,left,1,391.3882
rightIncongruent,right,1,377.7719
leftCongruent,left,1,405.1819
leftIncongruent,left,1,363.9729
rightCongruent,right,1,446.9903
leftIncongruent,left,1,335.8804
leftCongruent,left,1,363.7192
leftCongruent,left,1,307.651
rightCongruent,right,1,363.7063
rightIncongruent,right,1,558.5213
rightCongruent,right,1,419.1309
rightIncongruent,right,1,474.5619
rightIncongruent,right,1,447.1176
