stimulus, response, TF, RT
rightIncongruent,right,1,408.6203
rightIncongruent,right,1,405.9344
leftIncongruent,left,1,321.7323
rightCongruent,right,1,558.3242
leftIncongruent,left,1,321.5626
leftCongruent,left,1,391.6452
leftCongruent,left,1,321.5424
leftIncongruent,left,1,363.3682
rightIncongruent,right,1,335.7632
rightCongruent,right,1,349.5205
leftCongruent,left,1,433.5248
rightCongruent,right,1,363.3925
leftIncongruent,left,1,294.2252
leftIncongruent,left,1,294.0217
rightIncongruent,right,1,404.9342
rightCongruent,right,1,321.6094
rightCongruent,right,1,350.2848
leftCongruent,left,1,279.8865
rightIncongruent,right,1,405.3633
leftIncongruent,left,1,349.9796
rightIncongruent,right,1,349.2364
rightCongruent,right,1,405.3938
rightCongruent,right,1,335.306
leftIncongruent,left,1,377.2596
leftIncongruent,left,1,349.9207
leftCongruent,left,1,321.9436
leftCongruent,right,0,377.76
leftCongruent,left,1,558.4288
rightIncongruent,right,1,405.0516
leftCongruent,left,1,391.375
leftIncongruent,left,1,405.4083
leftCongruent,left,1,391.5712
rightCongruent,right,1,460.8072
rightIncongruent,right,1,377.3622
leftCongruent,left,1,349.124
leftIncongruent,left,1,377.8395
rightCongruent,right,1,392.0242
rightIncongruent,right,1,419.3322
rightIncongruent,right,1,363.3259
rightCongruent,right,1,377.6668
