stimulus, response, TF, RT
rightCongruent,right,1,715.5525
leftCongruent,left,1,571.5221
rightCongruent,right,1,529.1456
rightCongruent,right,1,474.6289
leftCongruent,left,1,515.8859
leftCongruent,left,1,515.6372
leftIncongruent,right,0,487.4035
leftIncongruent,left,1,641.1662
leftCongruent,left,1,571.6252
leftIncongruent,left,1,613.5248
rightIncongruent,right,1,599.0454
leftIncongruent,left,1,474.0373
rightIncongruent,right,1,529.2783
leftCongruent,left,1,544.1653
leftIncongruent,left,1,557.4125
rightIncongruent,right,1,515.2573
rightIncongruent,right,1,501.8732
rightCongruent,right,1,473.624
rightIncongruent,right,1,613.1388
leftCongruent,left,1,446.42
leftCongruent,left,1,557.3755
rightIncongruent,right,1,515.0806
leftIncongruent,left,1,571.657
rightCongruent,right,1,808.6437
rightCongruent,right,1,501.6457
rightCongruent,right,1,557.8517
rightCongruent,right,1,570.7483
leftIncongruent,left,1,473.7621
rightIncongruent,right,1,557.1963
rightIncongruent,right,1,529.6761
leftIncongruent,left,1,460.3717
rightCongruent,right,1,613.2198
rightCongruent,right,1,501.1469
leftCongruent,left,1,460.2942
leftIncongruent,left,1,487.7578
leftCongruent,left,1,529.6952
leftIncongruent,left,1,585.1415
rightIncongruent,right,1,571.7752
rightIncongruent,right,1,501.2309
leftCongruent,left,1,460.1203
