stimulus, response, TF, RT
leftIncongruent,left,1,466.6542
rightCongruent,right,1,433.5171
rightIncongruent,right,1,600.7472
rightCongruent,right,1,585.9606
leftIncongruent,left,1,447.2183
leftIncongruent,left,1,517.1061
leftCongruent,left,1,670.4762
rightCongruent,right,1,446.6161
rightCongruent,right,1,475.1458
leftCongruent,left,1,447.1711
rightIncongruent,right,1,447.4818
rightIncongruent,right,1,433.2615
leftIncongruent,left,1,530.6249
rightIncongruent,right,1,419.0682
leftIncongruent,left,1,670.0726
rightCongruent,right,1,431.8324
leftCongruent,left,1,433.5297
rightIncongruent,right,1,419.2759
rightCongruent,right,1,475.174
leftCongruent,left,1,446.8324
leftIncongruent,left,1,489.3766
rightCongruent,right,1,419.2598
leftIncongruent,left,1,419.2596
rightCongruent,right,1,419.2462
leftCongruent,left,1,405.3112
leftCongruent,left,1,433.4966
leftCongruent,left,1,475.3954
leftCongruent,left,1,489.206
rightCongruent,right,1,433.0963
leftIncongruent,left,1,447.4924
rightIncongruent,right,1,502.9629
rightIncongruent,right,1,530.9117
leftCongruent,left,1,405.1767
rightIncongruent,right,1,391.4482
rightCongruent,right,1,405.4185
leftCongruent,left,1,391.6274
leftIncongruent,left,1,419.3948
rightIncongruent,right,1,461.0697
leftIncongruent,left,1,405.6315
rightIncongruent,right,1,405.4405
