stimulus, response, TF, RT
leftCongruent,left,1,462.944
leftIncongruent,left,1,405.314
rightIncongruent,right,1,405.14
rightCongruent,left,0,377.2764
leftCongruent,left,1,404.802
leftCongruent,left,1,335.3711
rightCongruent,right,1,432.7764
leftIncongruent,left,1,543.5845
rightIncongruent,right,1,474.8095
rightIncongruent,right,1,418.3187
leftIncongruent,left,1,446.7671
rightCongruent,right,1,377.1029
rightCongruent,right,1,390.796
rightCongruent,right,1,516.2731
rightCongruent,right,1,488.8121
leftIncongruent,left,1,419.2742
leftIncongruent,left,1,404.8142
leftCongruent,left,1,405.2591
leftIncongruent,left,1,307.5026
leftCongruent,right,0,446.7356
leftCongruent,left,1,460.7615
rightCongruent,right,1,390.7804
leftIncongruent,left,1,377.5931
rightCongruent,left,0,363.6798
leftCongruent,left,1,391.1883
rightIncongruent,right,1,446.87
rightCongruent,right,1,349.5022
rightIncongruent,right,1,432.4732
rightIncongruent,right,1,391.3533
rightIncongruent,right,1,474.2383
rightCongruent,right,1,377.5625
leftIncongruent,left,1,432.6367
rightIncongruent,right,1,419.177
rightIncongruent,right,1,335.0809
leftIncongruent,left,1,419.3071
leftCongruent,right,0,419.4778
leftIncongruent,right,0,391.9666
rightIncongruent,right,1,404.7095
leftCongruent,left,1,419.2007
leftCongruent,left,1,377.4024
