stimulus, response, TF, RT
rightCongruent,right,1,620.9235
leftCongruent,left,1,502.6328
leftIncongruent,left,1,447.0076
leftCongruent,left,1,433.5447
rightIncongruent,right,1,419.4321
rightCongruent,right,1,405.144
rightCongruent,right,1,433.8963
rightCongruent,right,1,530.5979
leftIncongruent,left,1,447.521
rightIncongruent,right,1,404.9725
leftIncongruent,right,0,391.8925
rightCongruent,right,1,460.8767
leftCongruent,left,1,377.4175
leftIncongruent,left,1,475.0834
rightCongruent,right,1,447.2083
rightCongruent,right,1,433.1508
rightIncongruent,right,1,544.3917
leftCongruent,left,1,474.9954
rightIncongruent,right,1,419.4434
leftCongruent,left,1,419.3188
leftCongruent,left,1,433.0014
leftIncongruent,left,1,600.7466
leftCongruent,left,1,530.3288
rightIncongruent,right,1,530.9783
leftIncongruent,left,1,446.8695
leftIncongruent,left,1,447.2072
rightCongruent,right,1,530.5671
leftCongruent,left,1,502.4484
rightIncongruent,right,1,461.0541
rightIncongruent,right,1,447.3133
leftCongruent,left,1,474.9147
leftIncongruent,left,1,419.4094
leftIncongruent,left,1,516.7932
rightCongruent,right,1,433.5078
leftCongruent,left,1,446.7326
rightIncongruent,right,1,447.6451
rightIncongruent,right,1,475.1094
rightIncongruent,right,1,446.8731
leftIncongruent,left,1,419.1806
rightCongruent,right,1,419.3703
