stimulus, response, TF, RT
leftIncongruent,left,1,404.5467
leftIncongruent,left,1,418.1368
leftCongruent,left,1,404.3421
rightIncongruent,right,1,501.6248
rightIncongruent,right,1,445.7325
leftIncongruent,left,1,432.0029
rightCongruent,right,1,432.5319
leftIncongruent,left,1,376.1127
rightCongruent,right,1,432.033
leftIncongruent,left,1,459.8006
leftCongruent,left,1,473.6954
leftCongruent,left,1,390.0302
rightIncongruent,right,1,488.1948
rightIncongruent,right,1,487.8147
rightCongruent,right,1,460.2254
rightIncongruent,right,1,418.677
leftIncongruent,left,1,418.4116
rightCongruent,right,1,404.3474
leftIncongruent,left,1,473.7606
rightIncongruent,right,1,390.9159
rightCongruent,right,1,362.7828
leftIncongruent,left,1,459.2955
leftIncongruent,left,1,418.4401
rightCongruent,right,1,418.3604
leftIncongruent,left,1,529.8246
rightIncongruent,right,1,362.5696
leftCongruent,left,1,390.4992
leftCongruent,left,1,543.2198
leftCongruent,left,1,446.1839
leftCongruent,left,1,404.4584
leftCongruent,left,1,404.4298
rightCongruent,right,1,390.1338
rightCongruent,right,1,431.7556
rightIncongruent,right,1,515.9313
rightIncongruent,left,0,293.041
rightCongruent,right,1,376.9281
leftCongruent,left,1,432.1363
rightCongruent,right,1,529.6753
rightIncongruent,right,1,390.3388
leftCongruent,left,1,571.3383
