stimulus, response, TF, RT
rightIncongruent,right,1,727.2218
leftIncongruent,left,1,599.3164
leftCongruent,left,1,571.9539
rightIncongruent,right,1,502.3081
rightCongruent,right,1,668.9778
leftCongruent,left,1,418.2549
leftIncongruent,left,1,613.3712
leftIncongruent,left,1,418.0333
rightIncongruent,right,1,599.4243
rightCongruent,right,1,543.7932
rightCongruent,right,1,432.3013
rightCongruent,right,1,446.2355
rightIncongruent,right,1,529.7645
leftIncongruent,left,1,488.2995
leftIncongruent,left,1,404.3974
rightCongruent,right,1,543.6261
leftCongruent,left,1,460.2301
leftCongruent,left,1,432.5676
leftIncongruent,left,1,390.6273
rightIncongruent,right,1,515.7238
leftCongruent,left,1,488.0646
leftCongruent,left,1,459.995
leftIncongruent,left,1,404.3202
leftIncongruent,left,1,459.9369
rightCongruent,right,1,599.3279
leftIncongruent,left,1,418.404
leftCongruent,left,1,446.2118
rightCongruent,right,1,474.2098
rightIncongruent,right,1,543.8285
leftCongruent,left,1,418.6717
rightIncongruent,right,1,529.7773
rightIncongruent,right,1,543.8949
rightCongruent,right,1,474.1417
leftCongruent,left,1,418.3834
leftIncongruent,left,1,529.5427
leftCongruent,left,1,418.5076
rightIncongruent,right,1,446.4442
rightCongruent,right,1,474.3221
rightCongruent,right,1,446.1867
rightIncongruent,right,1,446.0747
