stimulus, response, TF, RT
rightIncongruent,right,1,844.426
rightCongruent,right,1,798.7285
leftCongruent,left,1,446.2802
rightCongruent,right,1,446.9088
rightCongruent,right,1,446.4579
leftIncongruent,left,1,432.62
rightIncongruent,right,1,446.055
rightIncongruent,right,1,557.6388
rightCongruent,right,1,460.1439
leftIncongruent,left,1,571.5888
leftIncongruent,left,1,501.8985
leftCongruent,left,1,502.0822
leftIncongruent,left,1,543.9632
rightCongruent,right,1,488.1013
rightCongruent,right,1,418.1597
rightCongruent,right,1,474.5001
leftCongruent,left,1,432.484
rightIncongruent,right,1,404.8203
leftCongruent,left,1,404.8474
leftCongruent,left,1,474.3947
leftIncongruent,left,1,446.2807
leftIncongruent,left,1,432.5042
rightIncongruent,right,1,432.7087
rightIncongruent,right,1,404.3214
leftCongruent,left,1,391.0745
rightIncongruent,right,1,390.6017
leftIncongruent,left,1,376.857
rightCongruent,right,1,418.7718
leftIncongruent,left,1,418.4169
leftIncongruent,left,1,474.2742
rightIncongruent,right,1,432.7406
rightCongruent,right,1,460.1515
rightIncongruent,right,1,445.8354
rightCongruent,right,1,460.3179
leftIncongruent,left,1,446.811
rightIncongruent,right,1,404.614
leftCongruent,left,1,432.7435
leftCongruent,left,1,432.124
leftCongruent,left,1,405.0483
leftCongruent,left,1,431.9231
