stimulus, response, TF, RT
leftIncongruent,left,1,634.9321
leftCongruent,left,1,530.5647
leftCongruent,left,1,405.0122
leftCongruent,left,1,419.0685
rightIncongruent,right,1,460.7293
rightIncongruent,right,1,404.9502
rightIncongruent,right,1,419.3845
rightCongruent,right,1,488.9447
leftIncongruent,left,1,502.6993
leftIncongruent,left,1,419.147
rightCongruent,right,1,530.558
leftIncongruent,left,1,460.9792
leftCongruent,left,1,502.49
rightCongruent,right,1,683.7374
rightCongruent,right,1,502.8223
rightCongruent,right,1,461.2716
rightIncongruent,right,1,502.8163
leftIncongruent,left,1,432.6588
rightIncongruent,right,1,433.5394
rightCongruent,right,1,446.8326
leftIncongruent,left,1,447.2266
leftCongruent,left,1,377.5953
leftIncongruent,left,1,377.2143
rightCongruent,right,1,460.633
rightIncongruent,right,1,363.6082
leftCongruent,left,1,390.9663
leftIncongruent,left,1,377.2989
leftCongruent,left,1,447.6179
leftCongruent,left,1,488.1117
rightCongruent,right,1,572.6501
rightIncongruent,right,1,530.4184
leftIncongruent,left,1,405.6534
leftCongruent,left,1,572.3002
rightIncongruent,right,1,558.084
rightIncongruent,right,1,558.3856
rightCongruent,right,1,516.5234
rightIncongruent,right,1,502.9421
leftCongruent,left,1,502.9213
rightCongruent,right,1,488.6852
leftIncongruent,left,1,474.6536
