stimulus, response, TF, RT
leftCongruent,left,1,1159.2606
leftIncongruent,left,1,1183.8186
rightIncongruent,right,1,474.1908
leftIncongruent,left,1,529.9271
leftCongruent,left,1,418.5579
rightCongruent,right,1,445.7714
leftCongruent,left,1,501.836
rightIncongruent,right,1,473.7694
rightCongruent,right,1,640.7548
leftCongruent,left,1,391.1631
rightIncongruent,right,1,543.621
leftCongruent,left,1,389.8826
leftIncongruent,left,1,501.8706
leftCongruent,left,1,515.9565
rightCongruent,right,1,362.6313
leftIncongruent,left,1,432.0051
leftIncongruent,left,1,432.0361
leftIncongruent,left,1,389.9923
rightCongruent,right,1,515.5848
rightCongruent,right,1,390.8517
leftIncongruent,left,1,389.6499
rightIncongruent,right,1,404.0472
leftIncongruent,left,1,362.9906
leftCongruent,left,1,487.5028
rightIncongruent,right,1,516.0668
rightIncongruent,right,1,460.0506
leftIncongruent,left,1,501.9566
rightIncongruent,right,1,432.0735
leftCongruent,left,1,348.8896
rightIncongruent,right,1,334.2043
rightCongruent,right,1,404.7961
leftCongruent,left,1,418.5346
rightCongruent,right,1,334.7366
rightIncongruent,right,1,460.1951
leftIncongruent,left,1,432.0501
rightCongruent,right,1,348.8096
rightCongruent,right,1,432.3582
leftCongruent,left,1,278.956
rightIncongruent,right,1,362.6271
rightCongruent,right,1,390.2745
