stimulus, response, TF, RT
leftIncongruent,left,1,956.7083
rightCongruent,right,1,572.6935
rightCongruent,right,1,447.1403
leftIncongruent,left,1,419.5311
leftIncongruent,left,1,335.885
rightCongruent,right,1,335.8754
rightIncongruent,right,1,502.7449
leftCongruent,left,1,391.9688
leftIncongruent,left,1,475.331
leftIncongruent,left,1,419.137
leftIncongruent,left,1,377.9269
leftCongruent,left,1,391.1185
rightIncongruent,right,1,336.0157
leftCongruent,left,1,349.8361
leftCongruent,left,1,391.5579
leftCongruent,left,1,294.1236
rightCongruent,right,1,349.8428
rightCongruent,right,1,391.6673
leftCongruent,left,1,349.9698
rightCongruent,right,1,335.3786
leftCongruent,left,1,293.491
leftIncongruent,left,1,294.482
rightIncongruent,right,1,350.001
rightCongruent,right,1,405.2931
leftIncongruent,left,1,335.7503
leftCongruent,left,1,322.2144
leftIncongruent,left,1,321.9414
leftCongruent,left,1,294.4301
leftIncongruent,left,1,322.0963
leftCongruent,left,1,294.1416
rightIncongruent,right,1,433.1357
rightCongruent,right,1,433.5449
rightIncongruent,right,1,517.174
rightCongruent,right,1,377.6524
rightIncongruent,right,1,378.0789
rightIncongruent,right,1,419.3313
rightIncongruent,right,1,321.8983
rightIncongruent,right,1,335.4189
rightCongruent,right,1,321.3898
rightIncongruent,right,1,307.6348
