stimulus, response, TF, RT
leftIncongruent,left,1,733.5638
leftIncongruent,left,1,419.6198
rightCongruent,right,1,419.4401
rightIncongruent,right,1,294.3593
rightIncongruent,right,1,308.0489
leftIncongruent,right,0,322.1789
rightCongruent,right,1,364.1753
leftCongruent,left,1,308.1774
leftIncongruent,left,1,335.7756
rightCongruent,right,1,322.5254
rightIncongruent,right,1,391.8293
leftIncongruent,left,1,294.115
rightIncongruent,right,1,405.5998
rightIncongruent,right,1,433.9663
rightIncongruent,right,1,419.4959
leftIncongruent,left,1,488.9988
leftCongruent,left,1,433.9702
rightCongruent,right,1,475.2633
leftIncongruent,left,1,378.013
leftCongruent,left,1,350.1798
rightCongruent,right,1,363.802
leftCongruent,left,1,349.7174
leftIncongruent,left,1,322.7725
rightIncongruent,right,1,377.7862
leftCongruent,left,1,405.8706
leftIncongruent,left,1,474.9605
rightCongruent,right,1,335.9046
rightCongruent,right,1,377.43
leftCongruent,left,1,335.9154
rightIncongruent,right,1,377.8978
rightIncongruent,right,1,391.5924
rightCongruent,right,1,447.5891
rightCongruent,left,0,364.1927
rightCongruent,right,1,364.016
rightIncongruent,right,1,433.9292
leftCongruent,left,1,350.107
leftCongruent,left,1,349.7339
leftCongruent,right,0,405.6134
leftIncongruent,left,1,350.2268
leftCongruent,left,1,377.9017
